"#","Name","Category","Sub-category","Type","Link","GitHub repo","GitHub ★","Maintenance","Pricing tier","Price / license","What it is","Why it 10x's you","Best for","Works with","Platform","Install / get started","Setup effort","Status","Pro tip / gotcha","Instagram hook","My notes"
"561","IndyDevDan","24 · Learning & Becoming a Better Engineer","YouTube","YouTube channel","https://www.youtube.com/@indydevdan","","","—","FREE (closed source)","Free","Agentic coding, Claude Code hooks, sub-agents and multi-agent workflows.","Advanced Claude Code patterns, shown live.","Engineers levelling up","Any stack","Web","Open & start","Low","🔍 Explore","His hooks and sub-agent videos are the most practical.","Advanced Claude Code, live.",""
"562","Matt Pocock","24 · Learning & Becoming a Better Engineer","YouTube","YouTube channel","https://www.youtube.com/@mattpocockuk","","","—","FREE (closed source)","Free","TypeScript wizardry and AI-assisted engineering workflows.","TypeScript depth plus sane AI coding practice.","Engineers levelling up","Any stack","Web","Open & start","Low","🔍 Explore","Creator of the grill-me skill.","TypeScript, from the wizard himself.",""
"563","Cole Medin","24 · Learning & Becoming a Better Engineer","YouTube","YouTube channel","https://www.youtube.com/@ColeMedin","","","—","FREE (closed source)","Free","AI agents, n8n, local AI stacks and context engineering.","Exactly the n8n + local LLM + agents niche.","Engineers levelling up","Any stack","Web","Open & start","Low","🔍 Explore","His local-ai-packaged repo is worth a look.","n8n + local AI, step by step.",""
"564","Nate Herk","24 · Learning & Becoming a Better Engineer","YouTube","YouTube channel","https://www.youtube.com/@nateherk","","","—","FREE (closed source)","Free","n8n AI automation builds and agency advice.","Business-side view of selling automations.","Engineers levelling up","Any stack","Web","Open & start","Low","🔍 Explore","Study how he packages offers.","How to sell AI automations.",""
"565","Theo — t3.gg","24 · Learning & Becoming a Better Engineer","YouTube","YouTube channel","https://www.youtube.com/@t3dotgg","","","—","FREE (closed source)","Free","Opinionated takes on web dev, frameworks and AI tools.","Keeps you current on the JS ecosystem.","Engineers levelling up","Any stack","Web","Open & start","Low","🔍 Explore","Opinions are strong — form your own.","Web dev drama and real insights.",""
"566","ThePrimeagen","24 · Learning & Becoming a Better Engineer","YouTube","YouTube channel","https://www.youtube.com/@ThePrimeTimeagen","","","—","FREE (closed source)","Free","Engineering craft, performance, vim and sceptical takes on hype.","A healthy counterweight to AI hype.","Engineers levelling up","Any stack","Web","Open & start","Low","🔍 Explore","Good for fundamentals motivation.","The anti-hype engineer.",""
"567","Dwarkesh Podcast","24 · Learning & Becoming a Better Engineer","YouTube","Podcast","https://www.youtube.com/@DwarkeshPatel","","","—","FREE (closed source)","Free","Deep interviews with AI researchers, founders and historians.","Long-horizon thinking about where AI is going.","Engineers levelling up","Any stack","Web","Open & start","Low","🔍 Explore","The Karpathy and Sutskever episodes are essential.","The deepest AI interviews.",""
"568","Designing Data-Intensive Applications","24 · Learning & Becoming a Better Engineer","Books","Book","https://dataintensive.net","","","—","PAID","Paid book","Martin Kleppmann's classic on databases, distributed systems and data architecture.","The book that makes backend trade-offs click.","Engineers levelling up","Any stack","Web","Open & start","Low","🔍 Explore","Read slowly; one chapter per week.","The most recommended backend book ever.",""
"569","The Pragmatic Programmer","24 · Learning & Becoming a Better Engineer","Books","Book","https://pragprog.com/titles/tpp20/","","","—","PAID","Paid book","Timeless habits and attitudes of effective developers.","Craft and mindset that outlast any framework.","Engineers levelling up","Any stack","Web","Open & start","Low","🔍 Explore","Tracer bullets = spec-driven prototyping.","The book that ages better than your stack.",""
"570","A Philosophy of Software Design","24 · Learning & Becoming a Better Engineer","Books","Book","https://web.stanford.edu/~ouster/cgi-bin/aposd.php","","","—","PAID","Paid book","John Ousterhout on managing complexity: deep modules, information hiding.","The vocabulary to review AI-written code critically.","Engineers levelling up","Any stack","Web","Open & start","Low","🔍 Explore","'Deep modules' is the idea to steal.","How to fight complexity.",""
"571","The Mom Test","24 · Learning & Becoming a Better Engineer","Books","Book","https://www.momtestbook.com","","","—","PAID","Paid book","How to talk to customers and learn if your idea is good when everyone is lying to you.","Saves months of building things nobody wants.","Engineers levelling up","Any stack","Web","Open & start","Low","🚀 Add now","Read before your next client discovery call.","Stop asking people if your idea is good.",""
"572","NeetCode","24 · Learning & Becoming a Better Engineer","Practice","Platform","https://neetcode.io","","","—","FREEMIUM","Free roadmap; paid Pro","Structured algorithm practice with video explanations.","The efficient path through interview prep.","Engineers levelling up","Any stack","Web","Open & start","Low","🔍 Explore","NeetCode 150 is enough for most interviews.","LeetCode, but with a plan.",""
"573","Exercism","24 · Learning & Becoming a Better Engineer","Practice","Platform","https://exercism.org","","","—","FREE (closed source)","Free (non-profit)","Coding exercises in 70+ languages with human mentoring.","Best way to pick up a new language idiomatically.","Engineers levelling up","Any stack","Web","Open & start","Low","🔍 Explore","Try the Rust or Go track.","Learn any language. Free mentors.",""
"574","CodeCrafters","24 · Learning & Becoming a Better Engineer","Practice","Platform","https://codecrafters.io","","","—","PAID","Paid subscription (some free challenges)","Build your own Redis, Git, Docker, SQLite with test-driven stages.","Deep systems understanding through guided rebuilding.","Engineers levelling up","Any stack","Web","Open & start","Low","🔍 Explore","One challenge per month is plenty.","Rebuild Redis. Level up for real.",""
"575","Stripe","25 · Founder & Solo-Builder Stack","Payments","Platform","https://stripe.com","","","—","PAID","Per-transaction fees; availability depends on country","The standard payments API: checkout, subscriptions, invoicing, tax.","Best docs and ecosystem; agents integrate it flawlessly.","SaaS with supported entity","Any stack","Web","npm i stripe","Medium","🔍 Explore","Not available for every country — check entity options (e.g. US LLC via Stripe Atlas).","The internet's payment layer.",""
"576","Lemon Squeezy","25 · Founder & Solo-Builder Stack","Payments","Platform","https://www.lemonsqueezy.com","","","—","PAID","Per-transaction fees","Merchant of record for digital products and SaaS: handles global sales tax/VAT.","Sell worldwide without registering for tax everywhere.","Digital products, indie SaaS","Any stack","Web","Create store + API","Low","🔍 Explore","Verify supported seller countries before building on it.","Sell globally, skip the tax nightmare.",""
"577","Polar","25 · Founder & Solo-Builder Stack","Payments","Platform","https://github.com/polarsource/polar","polarsource/polar","10,270","🟢 Active · last commit today","FREE (open source)","Open source (Apache-2.0); per-transaction fees on hosted","Developer-first merchant of record for SaaS and digital products.","MoR with clean developer experience and licence keys, file downloads, subscriptions.","Developer tools, indie SaaS","Any stack","Web","npm i @polar-sh/sdk","Low","🔍 Explore","Verify payout support for your country.","Payments built for developers.",""
"578","Paddle","25 · Founder & Solo-Builder Stack","Payments","Platform","https://www.paddle.com","","","—","PAID","Per-transaction fees","Established merchant of record for SaaS.","MoR with mature B2B invoicing.","B2B SaaS","Any stack","Web","Dashboard + SDK","Medium","🔍 Explore","Approval process can take time.","Let someone else handle sales tax.",""
"579","Better Auth","25 · Founder & Solo-Builder Stack","Auth","Library","https://github.com/better-auth/better-auth","better-auth/better-auth","29,989","🟢 Active · last commit today","FREE (open source)","Open source (MIT)","Comprehensive TypeScript auth framework: email/password, OAuth, 2FA, organisations, plugins.","Own your auth and user data with a great developer experience.","TS apps on any host","Any stack","Any","npm i better-auth","Medium","🚀 Add now","Works on Cloudflare D1 with Drizzle.","Auth you own. No monthly bill.",""
"580","Clerk","25 · Founder & Solo-Builder Stack","Auth","Platform","https://clerk.com","","","—","FREEMIUM","Generous free tier; paid per MAU","Drop-in auth and user management with prebuilt UI.","Login, orgs and billing UI in an hour.","MVPs needing speed","Any stack","Web","npm i @clerk/nextjs","Low","🔍 Explore","Costs rise with MAU — model it.","Auth in 10 minutes.",""
"581","Auth.js","25 · Founder & Solo-Builder Stack","Auth","Library","https://github.com/nextauthjs/next-auth","nextauthjs/next-auth","28,365","🟢 Active · last commit july 2026","FREE (open source)","Open source (ISC)","Authentication for web frameworks (formerly NextAuth).","Battle-tested OAuth flows.","Next.js apps","Any stack","Any","npm i next-auth","Medium","🔍 Explore","Check the project's current stewardship/roadmap.","OAuth without tears.",""
"582","Resend","25 · Founder & Solo-Builder Stack","Email","Platform","https://resend.com","","","—","FREEMIUM","Free tier; paid volume","Developer-first transactional email API with React Email.","Emails as React components; deliverability handled.","App transactional email","Any stack","Web","npm i resend","Low","🚀 Add now","Verify your domain (SPF/DKIM) on day one.","Email for developers.",""
"583","React Email","25 · Founder & Solo-Builder Stack","Email","Library","https://github.com/resend/react-email","resend/react-email","19,749","🟢 Active · last commit last tuesday","FREE (open source)","Open source (MIT)","Build and preview emails with React components.","No more table-layout HTML by hand.","Anyone sending product email","Any stack","Any","npx create-email@latest","Low","🔍 Explore","Agents write these templates well.","HTML emails without the pain.",""
